
Project:     span1
Program:     Waypoint ToolBox BETA Version 1.00.2506
Profile:     Extended Geographic (TOW)
Source:      GPS Epochs(Forward)

Datum:       WGS84
Remote:      Antenna height 0.000 m, to L1-PC (Generic)
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

      GPSTime Week         Latitude        Longitude        H-Ell      SDHoriz     SDHeight     VEast    VNorth       VUp Sol       Roll      Pitch    Heading
        (sec) week       (+/-D M S)       (+/-D M S)          (m)          (m)          (m)     (m/s)     (m/s)     (m/s)          (Deg)      (Deg)      (Deg)
 34779.950000 2047   22 18 29.65789  114 11 03.68303        2.530        0.000        0.000    -7.736     5.092     0.086 3     -1.77870    0.90990  301.94960
 34780.050000 2047   22 18 29.67440  114 11 03.65592        2.540        0.000        0.000    -7.758     5.098     0.068 3     -1.76390    0.47060  301.97120
 34780.150000 2047   22 18 29.69086  114 11 03.62884        2.545        0.000        0.000    -7.728     5.048     0.039 3     -1.81760    0.45620  302.01500
 34780.250000 2047   22 18 29.70733  114 11 03.60196        2.545        0.000        0.000    -7.696     5.074     0.016 3     -1.74760    0.81620  302.02250
 34780.350000 2047   22 18 29.72392  114 11 03.57497        2.546        0.000        0.000    -7.780     5.106     0.032 3     -1.69730    1.03170  302.00930
 34780.450000 2047   22 18 29.74061  114 11 03.54764        2.554        0.000        0.000    -7.834     5.147     0.118 3     -1.75800    0.81680  302.03070
 34780.550000 2047   22 18 29.75738  114 11 03.52027        2.563        0.000        0.000    -7.818     5.149     0.076 3     -1.71570    0.64880  302.03470
 34780.650000 2047   22 18 29.77413  114 11 03.49300        2.569        0.000        0.000    -7.815     5.121     0.021 3     -1.67160    0.72280  302.03900
 34780.750000 2047   22 18 29.79079  114 11 03.46568        2.570        0.000        0.000    -7.865     5.154     0.037 3     -1.73390    0.95870  302.07070
 34780.850000 2047   22 18 29.80758  114 11 03.43826        2.576        0.000        0.000    -7.838     5.198     0.081 3     -1.74700    0.99380  302.06260
 34780.950000 2047   22 18 29.82456  114 11 03.41074        2.585        0.000        0.000    -7.896     5.196     0.055 3     -1.64440    0.88750  302.06250
 34781.050000 2047   22 18 29.84154  114 11 03.38314        2.593        0.000        0.000    -7.901     5.200     0.034 3     -1.59050    0.79370  302.07970
 34781.150000 2047   22 18 29.85842  114 11 03.35540        2.598        0.000        0.000    -7.967     5.215     0.070 3     -1.72260    0.60770  302.11510
 34781.250000 2047   22 18 29.87535  114 11 03.32765        2.599        0.000        0.000    -7.908     5.251     0.006 3     -1.83170    0.53010  302.18060
 34781.350000 2047   22 18 29.89237  114 11 03.29984        2.601        0.000        0.000    -7.939     5.288     0.001 3     -1.97550    0.42710  302.27190
 34781.450000 2047   22 18 29.90952  114 11 03.27204        2.598        0.000        0.000    -7.960     5.344    -0.045 3     -1.98580    0.36660  302.39170
 34781.550000 2047   22 18 29.92681  114 11 03.24437        2.599        0.000        0.000    -7.899     5.312     0.024 3     -1.88720    0.38130  302.46440
 34781.650000 2047   22 18 29.94406  114 11 03.21670        2.599        0.000        0.000    -7.880     5.306    -0.071 3     -1.88170    0.70950  302.57380
 34781.750000 2047   22 18 29.96160  114 11 03.18898        2.601        0.000        0.000    -7.942     5.457     0.109 3     -1.68350    0.77650  302.67470
 34781.850000 2047   22 18 29.97925  114 11 03.16111        2.606        0.000        0.000    -8.072     5.455     0.040 3     -1.60190    0.68770  302.77270
 34781.950000 2047   22 18 29.99684  114 11 03.13310        2.610        0.000        0.000    -8.006     5.434     0.011 3     -1.63740    0.54360  302.91090
 34782.050000 2047   22 18 30.01462  114 11 03.10512        2.611        0.000        0.000    -7.997     5.503     0.018 3     -1.61950    0.46050  302.98770
 34782.150000 2047   22 18 30.03241  114 11 03.07717        2.612        0.000        0.000    -8.050     5.442     0.005 3     -1.69380    0.43750  303.08890
 34782.250000 2047   22 18 30.05014  114 11 03.04928        2.612        0.000        0.000    -8.031     5.488     0.055 3     -1.82670    0.63550  303.20310
 34782.350000 2047   22 18 30.06798  114 11 03.02144        2.611        0.000        0.000    -7.984     5.547    -0.030 3     -1.88120    0.85010  303.30240
 34782.450000 2047   22 18 30.08604  114 11 02.99349        2.619        0.000        0.000    -8.023     5.565     0.148 3     -1.84710    0.76890  303.44230
 34782.550000 2047   22 18 30.10412  114 11 02.96561        2.627        0.000        0.000    -7.957     5.540     0.075 3     -1.85670    0.73100  303.59690
 34782.650000 2047   22 18 30.12216  114 11 02.93794        2.635        0.000        0.000    -7.963     5.508     0.054 3     -1.90420    0.90790  303.71070
 34782.750000 2047   22 18 30.14021  114 11 02.91035        2.640        0.000        0.000    -7.961     5.574     0.077 3     -1.95350    0.94800  303.87090
 34782.850000 2047   22 18 30.15835  114 11 02.88275        2.649        0.000        0.000    -7.885     5.579     0.073 3     -2.05560    0.68930  304.02990
 34782.950000 2047   22 18 30.17636  114 11 02.85515        2.658        0.000        0.000    -7.937     5.551     0.053 3     -2.39070    0.53360  304.21700
 34783.050000 2047   22 18 30.19456  114 11 02.82764        2.657        0.000        0.000    -7.830     5.654    -0.032 3     -2.52220    0.16140  304.44860
 34783.150000 2047   22 18 30.21319  114 11 02.80026        2.655        0.000        0.000    -7.825     5.744     0.010 3     -2.32900   -0.48180  304.70350
 34783.250000 2047   22 18 30.23151  114 11 02.77332        2.647        0.000        0.000    -7.539     5.586    -0.076 3     -2.35380   -0.40630  304.96480
 34783.350000 2047   22 18 30.24962  114 11 02.74729        2.637        0.000        0.000    -7.390     5.526    -0.159 3     -2.13210    0.68340  305.14240
 34783.450000 2047   22 18 30.26761  114 11 02.72149        2.632        0.000        0.000    -7.403     5.563     0.026 3     -2.12490    1.78210  305.39070
 34783.550000 2047   22 18 30.28591  114 11 02.69517        2.652        0.000        0.000    -7.602     5.680     0.378 3     -2.22150    1.75300  305.77920
 34783.650000 2047   22 18 30.30447  114 11 02.66893        2.682        0.000        0.000    -7.340     5.710     0.238 3     -2.32920    1.42030  306.13220
 34783.750000 2047   22 18 30.32305  114 11 02.64311        2.705        0.000        0.000    -7.299     5.611     0.151 3     -2.30330    1.18190  306.52310
 34783.850000 2047   22 18 30.34149  114 11 02.61779        2.716        0.000        0.000    -7.246     5.749     0.166 3     -2.33330    1.39080  306.84160
 34783.950000 2047   22 18 30.36009  114 11 02.59261        2.722        0.000        0.000    -7.261     5.787    -0.004 3     -2.34550    1.57490  307.14530
 34784.050000 2047   22 18 30.37892  114 11 02.56744        2.744        0.000        0.000    -7.155     5.742     0.382 3     -2.25090    1.15340  307.46040
 34784.150000 2047   22 18 30.39780  114 11 02.54249        2.762        0.000        0.000    -7.056     5.857    -0.043 3     -2.25200    1.13590  307.75110
 34784.250000 2047   22 18 30.41661  114 11 02.51789        2.781        0.000        0.000    -6.967     5.842     0.403 3     -2.20080    1.42720  307.99770
 34784.350000 2047   22 18 30.43548  114 11 02.49333        2.789        0.000        0.000    -7.063     5.828    -0.095 3     -2.17270    1.63200  308.24400
 34784.450000 2047   22 18 30.45451  114 11 02.46875        2.809        0.000        0.000    -7.018     5.874     0.265 3     -2.19280    1.46490  308.54890
 34784.550000 2047   22 18 30.47365  114 11 02.44437        2.828        0.000        0.000    -6.932     5.896     0.166 3     -2.11630    1.57780  308.78870
 34784.650000 2047   22 18 30.49279  114 11 02.42014        2.847        0.000        0.000    -6.906     5.898     0.154 3     -2.20460    1.86810  309.04880
 34784.750000 2047   22 18 30.51205  114 11 02.39596        2.868        0.000        0.000    -6.911     5.936     0.246 3     -2.20350    1.94040  309.31920
 34784.850000 2047   22 18 30.53150  114 11 02.37185        2.890        0.000        0.000    -6.922     5.991     0.222 3     -2.18290    1.92070  309.58780
 34784.950000 2047   22 18 30.55104  114 11 02.34781        2.915        0.000        0.000    -6.853     6.028     0.244 3     -2.18250    1.91430  309.86020
 34785.050000 2047   22 18 30.57063  114 11 02.32386        2.939        0.000        0.000    -6.838     6.082     0.262 3     -2.28800    1.96920  310.12650
 34785.150000 2047   22 18 30.59036  114 11 02.30018        2.962        0.000        0.000    -6.792     6.035     0.214 3     -2.34690    2.08950  310.40150
 34785.250000 2047   22 18 30.61021  114 11 02.27664        2.989        0.000        0.000    -6.717     6.071     0.279 3     -2.37490    2.24170  310.68940
 34785.350000 2047   22 18 30.63016  114 11 02.25323        3.016        0.000        0.000    -6.698     6.134     0.276 3     -2.43310    2.44590  311.01890
 34785.450000 2047   22 18 30.65034  114 11 02.22986        3.047        0.000        0.000    -6.680     6.206     0.316 3     -2.43050    2.36310  311.36860
 34785.550000 2047   22 18 30.67068  114 11 02.20666        3.079        0.000        0.000    -6.637     6.216     0.316 3     -2.38020    2.23190  311.71530
 34785.650000 2047   22 18 30.69102  114 11 02.18358        3.109        0.000        0.000    -6.603     6.239     0.295 3     -2.48650    2.27090  312.03280
 34785.750000 2047   22 18 30.71137  114 11 02.16066        3.137        0.000        0.000    -6.566     6.265     0.251 3     -2.61560    2.39430  312.32070
 34785.850000 2047   22 18 30.73193  114 11 02.13790        3.167        0.000        0.000    -6.531     6.317     0.336 3     -2.58890    2.39970  312.58710
 34785.950000 2047   22 18 30.75252  114 11 02.11524        3.199        0.000        0.000    -6.493     6.298     0.312 3     -2.67510    2.44300  312.86300
 34786.050000 2047   22 18 30.77310  114 11 02.09268        3.231        0.000        0.000    -6.482     6.279     0.285 3     -2.82960    2.59130  313.12320
 34786.150000 2047   22 18 30.79369  114 11 02.07038        3.265        0.000        0.000    -6.367     6.378     0.335 3     -2.81080    2.67990  313.37620
 34786.250000 2047   22 18 30.81460  114 11 02.04839        3.300        0.000        0.000    -6.284     6.441     0.365 3     -2.47510    2.80120  313.60270
 34786.350000 2047   22 18 30.83551  114 11 02.02631        3.337        0.000        0.000    -6.334     6.384     0.417 3     -2.41520    2.69210  313.84230
 34786.450000 2047   22 18 30.85648  114 11 02.00430        3.372        0.000        0.000    -6.329     6.436     0.316 3     -2.28800    2.59550  314.07540
 34786.550000 2047   22 18 30.87748  114 11 01.98227        3.408        0.000        0.000    -6.290     6.454     0.325 3     -2.36480    2.32570  314.20480
 34786.650000 2047   22 18 30.89853  114 11 01.96052        3.438        0.000        0.000    -6.274     6.455     0.289 3     -2.15440    2.30200  314.30220
 34786.750000 2047   22 18 30.91946  114 11 01.93864        3.468        0.000        0.000    -6.283     6.393     0.276 3     -2.29610    2.20880  314.36750
 34786.850000 2047   22 18 30.94019  114 11 01.91684        3.496        0.000        0.000    -6.275     6.434     0.335 3     -2.47570    2.30980  314.44410
 34786.950000 2047   22 18 30.96089  114 11 01.89516        3.526        0.000        0.000    -6.229     6.316     0.290 3     -2.64820    2.32580  314.47730
 34787.050000 2047   22 18 30.98166  114 11 01.87368        3.556        0.000        0.000    -6.185     6.446     0.377 3     -2.57220    2.34410  314.54830
 34787.150000 2047   22 18 31.00248  114 11 01.85214        3.586        0.000        0.000    -6.156     6.363     0.294 3     -2.63600    2.19210  314.58520
 34787.250000 2047   22 18 31.02321  114 11 01.83067        3.616        0.000        0.000    -6.092     6.352     0.265 3     -2.64940    1.94690  314.68610
 34787.350000 2047   22 18 31.04371  114 11 01.80962        3.642        0.000        0.000    -6.003     6.250     0.301 3     -2.61630    2.09890  314.70370
 34787.450000 2047   22 18 31.06404  114 11 01.78883        3.667        0.000        0.000    -5.954     6.143     0.187 3     -2.52580    2.44170  314.75430
 34787.550000 2047   22 18 31.08425  114 11 01.76810        3.694        0.000        0.000    -5.947     6.173     0.330 3     -2.54090    2.69340  314.78910
 34787.650000 2047   22 18 31.10444  114 11 01.74736        3.729        0.000        0.000    -5.914     6.157     0.334 3     -2.56220    2.57520  314.82240
 34787.750000 2047   22 18 31.12447  114 11 01.72678        3.765        0.000        0.000    -5.924     6.141     0.363 3     -2.65170    2.56240  314.82820
 34787.850000 2047   22 18 31.14442  114 11 01.70637        3.796        0.000        0.000    -5.840     6.106     0.270 3     -2.58890    2.46790  314.84890
 34787.950000 2047   22 18 31.16414  114 11 01.68614        3.826        0.000        0.000    -5.781     6.023     0.340 3     -2.63080    2.46790  314.80590
 34788.050000 2047   22 18 31.18355  114 11 01.66599        3.860        0.000        0.000    -5.732     5.894     0.315 3     -2.80170    2.50310  314.68790
 34788.150000 2047   22 18 31.20264  114 11 01.64603        3.888        0.000        0.000    -5.678     5.865     0.268 3     -2.83930    2.75780  314.48390
 34788.250000 2047   22 18 31.22189  114 11 01.62609        3.918        0.000        0.000    -5.693     5.914     0.285 3     -2.60640    2.58430  314.16920
 34788.350000 2047   22 18 31.24094  114 11 01.60598        3.950        0.000        0.000    -5.765     5.818     0.386 3     -2.49270    2.12050  313.75700
 34788.450000 2047   22 18 31.25950  114 11 01.58573        3.979        0.000        0.000    -5.730     5.614     0.195 3     -2.54020    1.74530  313.28490
 34788.550000 2047   22 18 31.27494  114 11 01.56880        3.999        0.000        0.000    -5.677     5.539     0.225 3     -2.38220    1.96380  312.76890
 34788.650000 2047   22 18 31.29272  114 11 01.54896        4.019        0.000        0.000    -5.690     5.405     0.194 3     -2.23890    2.41170  312.03970
 34788.750000 2047   22 18 31.31013  114 11 01.52886        4.042        0.000        0.000    -5.797     5.295     0.258 3     -2.19090    2.64950  311.31800
